seed,x_cells,y_cells,area_cells,solute_mass
0,691.7777,154.8781,129,7.794816
0,245.1331,148.9075,37,1.798786
0,453.9421,151.2096,115,9.227276
0,597.8933,151.8316,105,8.623663
0,777.8140,151.6422,108,8.605941
0,838.4746,149.3325,52,3.030529
0,24.9976,150.1506,51,3.163675
0,273.2285,150.9264,56,3.435964
0,616.8303,151.0568,50,2.957047
0,56.8806,154.0146,69,4.922198
0,91.0276,154.8138,89,6.727058
0,493.4842,153.7840,57,3.507388
0,124.7589,156.5324,90,7.183140
0,187.3435,155.6802,48,2.576455
0,302.9987,155.7920,67,4.552345
0,333.2646,156.1529,80,5.760444
0,374.4195,154.0930,23,0.761230
0,851.9916,157.8238,121,10.161967
0,164.3175,159.9388,152,13.046657
0,725.9102,157.2794,65,4.286065
0,259.1057,157.7577,51,3.024214
0,477.8798,158.6023,88,6.377322
0,508.1074,157.0803,38,1.811437
0,876.1927,158.5103,91,7.194581
0,997.0449,164.3849,176,13.226826
0,435.4721,158.4522,54,3.528968
0,563.2293,162.7436,155,13.829588
0,825.6242,160.4630,117,9.690201
0,221.2828,160.9524,98,7.287705
0,354.2494,161.4563,135,11.066155
0,666.2384,161.2817,107,8.684157
0,742.6325,160.4051,71,4.678855
0,12.1721,161.6672,85,6.367594
0,109.2257,162.6563,98,7.499696
0,202.6819,162.7647,109,8.619404
0,420.5862,161.4175,79,5.612331
0,790.9640,158.1166,9,0.189639
0,315.7230,161.8556,62,3.946641
0,629.5873,162.6509,86,6.647335
0,804.3696,163.0678,77,5.242072
0,911.6190,162.5232,76,5.410995
0,954.0700,163.4805,107,8.757267
0,242.0785,167.2980,174,13.118680
0,386.9295,163.9847,93,6.661121
0,31.6426,165.6813,98,7.482807
0,464.9375,163.1084,47,2.432640
0,610.1320,166.1581,90,6.627790
0,931.6402,167.5231,136,12.111242
0,767.0506,166.0034,69,4.979069
0,971.2486,164.7624,24,0.941249
0,274.8095,169.6058,166,14.909464
0,586.2819,168.2427,117,9.778808
0,892.9923,169.5454,149,13.467557
0,545.2409,169.0991,96,7.679819
0,647.7722,171.1935,142,12.382352
0,705.4405,169.5168,96,7.390521
0,64.9069,169.8730,96,7.723093
0,404.7892,170.1673,100,7.869469
0,495.2239,169.8575,99,7.283093
0,47.1852,170.4389,76,5.337749
0,521.1237,172.4086,122,8.193386
0,138.7823,172.8934,156,13.829550
0,729.8673,171.8470,74,5.395069
0,177.5461,173.0669,105,8.562817
0,296.9612,172.4584,96,7.706321
0,375.0020,172.7315,79,5.476953
0,783.6022,173.1912,106,8.457135
0,339.1211,175.6071,145,12.682237
